text_a	text_b	label
as of late though(maybe change of ownership)the food quality dropped with the menu change and the service got worse.	service	0
be prepared to wait for a table - go to the upstairs bar and crack open a bottle of wine, or a nice bottle of italian beer, and get to know everyone else waiting - who knows, you could be sitting with them for dinner!	miscellaneous	2
be prepared to wait for a table - go to the upstairs bar and crack open a bottle of wine, or a nice bottle of italian beer, and get to know everyone else waiting - who knows, you could be sitting with them for dinner!	place	2
be prepared to wait for a table - go to the upstairs bar and crack open a bottle of wine, or a nice bottle of italian beer, and get to know everyone else waiting - who knows, you could be sitting with them for dinner!	food	1
orange valve is probably the best bar that i've been to in a while.	food	2
orange valve is probably the best bar that i've been to in a while.	place	1
when asked what the waitress recommended she just named a few things off the menu without saying why.	staff	0
when asked what the waitress recommended she just named a few things off the menu without saying why.	menu	2
you may as well just extend the bar into the restaurant since it has already penetrated it with loud music, loud voices, and a remarkable amount of cigarette smoke.	place	2
you may as well just extend the bar into the restaurant since it has already penetrated it with loud music, loud voices, and a remarkable amount of cigarette smoke.	ambience	0
you may as well just extend the bar into the restaurant since it has already penetrated it with loud music, loud voices, and a remarkable amount of cigarette smoke.	miscellaneous	0
the atmosphere is nice, food is really worth it, especially for such prices, but service sucks:  i first ordered 2 different martinis and never got the one i asked for;  they brought the wrong dishes -although it was quick!- and then we had to ask for chopsticks to be able to eat our dishes.	ambience	1
the atmosphere is nice, food is really worth it, especially for such prices, but service sucks:  i first ordered 2 different martinis and never got the one i asked for;  they brought the wrong dishes -although it was quick!- and then we had to ask for chopsticks to be able to eat our dishes.	food	1
the atmosphere is nice, food is really worth it, especially for such prices, but service sucks:  i first ordered 2 different martinis and never got the one i asked for;  they brought the wrong dishes -although it was quick!- and then we had to ask for chopsticks to be able to eat our dishes.	price	1
the atmosphere is nice, food is really worth it, especially for such prices, but service sucks:  i first ordered 2 different martinis and never got the one i asked for;  they brought the wrong dishes -although it was quick!- and then we had to ask for chopsticks to be able to eat our dishes.	service	0
the waiter, who was missing when we wanted to place our order, hovered over us throughout the meal, as if in a hurry to get us out of there.	staff	0
the waiter, who was missing when we wanted to place our order, hovered over us throughout the meal, as if in a hurry to get us out of there.	food	2
when we finally got to order, we were told the bartender wasn't there, so we couldn't order any drinks.	staff	0
when we finally got to order, we were told the bartender wasn't there, so we couldn't order any drinks.	food	2
i asked the captain to bring the food in separate bags and he loudly said, oh, i guess you are not getting lucky tonight.	staff	0
i asked the captain to bring the food in separate bags and he loudly said, oh, i guess you are not getting lucky tonight.	food	2
our waitress was rather un-friendly, seemed annoyed that we didn't want appetizers and we waited 15 minutes before our wine arrived.	staff	0
our waitress was rather un-friendly, seemed annoyed that we didn't want appetizers and we waited 15 minutes before our wine arrived.	food	2
it says it on the menu and the servers explain it to you as soon as you sit down so i'm surprised by how many people on this site complain about the portion sizes.	menu	2
it says it on the menu and the servers explain it to you as soon as you sit down so i'm surprised by how many people on this site complain about the portion sizes.	staff	0
it says it on the menu and the servers explain it to you as soon as you sit down so i'm surprised by how many people on this site complain about the portion sizes.	miscellaneous	0
faux models/waiters hustle around the tight spaced restaurant, while the bar is crowded with waiting patrons and dates enjoying a drink.	place	2
faux models/waiters hustle around the tight spaced restaurant, while the bar is crowded with waiting patrons and dates enjoying a drink.	service	0
i had to stare out waitress down to get our check and also we were charge.	staff	0
i had to stare out waitress down to get our check and also we were charge.	price	2
anyhow, there were a lot of japanese people seated at the bar, eating chatting up the chefs, surely that's a good sign of authentic sushi.	service	2
anyhow, there were a lot of japanese people seated at the bar, eating chatting up the chefs, surely that's a good sign of authentic sushi.	place	2
anyhow, there were a lot of japanese people seated at the bar, eating chatting up the chefs, surely that's a good sign of authentic sushi.	staff	1
anyhow, there were a lot of japanese people seated at the bar, eating chatting up the chefs, surely that's a good sign of authentic sushi.	food	1
the servers are constantly in your face asking if you want another drink (mine was half full).	staff	0
the servers are constantly in your face asking if you want another drink (mine was half full).	food	2
sam and the staff at rialto were so accomodating and gave us a dinner event we will always remember.	staff	1
sam and the staff at rialto were so accomodating and gave us a dinner event we will always remember.	food	2
i tried several dishes, while at dinner with friends, and was amazed to discover that even their caesar salad was completely lacking in flavor.	food	2
i tried several dishes, while at dinner with friends, and was amazed to discover that even their caesar salad was completely lacking in flavor.	ambience	0
just finished a tasty jerked chicken dinner that was too pricey for the subpar service and good, but not great food.	food	1
just finished a tasty jerked chicken dinner that was too pricey for the subpar service and good, but not great food.	service	0
our waiter brought out three main courses, but the fourth wasn't ready so we had to wait for 10 minutes for the last dish to arrive, but they were very nice and gave us free red pepper hummus while we waited.	staff	2
our waiter brought out three main courses, but the fourth wasn't ready so we had to wait for 10 minutes for the last dish to arrive, but they were very nice and gave us free red pepper hummus while we waited.	food	1
outside the realm of steak, things aren't so certain: the pork chops can be a bit tough, lobster tails aren't the greatest and the special salad isn't.	miscellaneous	2
outside the realm of steak, things aren't so certain: the pork chops can be a bit tough, lobster tails aren't the greatest and the special salad isn't.	food	0
so we left, the menu looked decent but you have to go when you can get one of the 2 or 3 tables.	menu	1
so we left, the menu looked decent but you have to go when you can get one of the 2 or 3 tables.	place	2
) while the location and ambiance sure are nice, i found the price a bit expensive considering the quality of the food was nothing spectacular.	place	1
) while the location and ambiance sure are nice, i found the price a bit expensive considering the quality of the food was nothing spectacular.	food	0
after dinner we ordered a hookah and after 20 minutes waitress comes by and tried to take it away because she claims our table is reserve for another group in 10 minute.	food	2
after dinner we ordered a hookah and after 20 minutes waitress comes by and tried to take it away because she claims our table is reserve for another group in 10 minute.	staff	0
of course i haven't mentioned the fact that we walked in on time for our reservation only to wait in the empty bar for over half an hour, being seated when we reminded the hostess that we were still waiting.	miscellaneous	2
of course i haven't mentioned the fact that we walked in on time for our reservation only to wait in the empty bar for over half an hour, being seated when we reminded the hostess that we were still waiting.	place	2
of course i haven't mentioned the fact that we walked in on time for our reservation only to wait in the empty bar for over half an hour, being seated when we reminded the hostess that we were still waiting.	staff	0
we started ordering wine and, since we don't know much about it, we decided to let the waiter choose for us; we were pleased with his recommendation.	food	2
we started ordering wine and, since we don't know much about it, we decided to let the waiter choose for us; we were pleased with his recommendation.	staff	1
don't ever bother - the drinks were awful, but it was the people who work there that really made this the worst experience at dining.	food	0
don't ever bother - the drinks were awful, but it was the people who work there that really made this the worst experience at dining.	miscellaneous	2
dominic will give you the ambience of the old times when they were all immigrants and good food was equivalent of good friends and unforgettable times.	ambience	2
dominic will give you the ambience of the old times when they were all immigrants and good food was equivalent of good friends and unforgettable times.	food	1
i dined there on a wednesday night, the restaurant was practically empty, and we had to ask our waiter for everything, the menu, more water, the check, etc.	staff	0
i dined there on a wednesday night, the restaurant was practically empty, and we had to ask our waiter for everything, the menu, more water, the check, etc.	menu	2
i dined there on a wednesday night, the restaurant was practically empty, and we had to ask our waiter for everything, the menu, more water, the check, etc.	food	2
the food the key element to a proper british chip is fat, and the flabby, pale yellow specimens here come close to the ideal.	food	2
the food the key element to a proper british chip is fat, and the flabby, pale yellow specimens here come close to the ideal.	miscellaneous	1
i always get the apple pie, but the past two times i visited, the waiter burnt the pie while he was supposed to warm it up.	food	2
i always get the apple pie, but the past two times i visited, the waiter burnt the pie while he was supposed to warm it up.	staff	0
the food ranges from okay to delicious and the service varies from great to poor.	food	1
the food ranges from okay to delicious and the service varies from great to poor.	service	2
the menu has been changed to a mostly unhealthy one, adding bacon even to the fish dishes (sometimes with no notice), so if youre looking for vegetarian or even just healthy seafood dishes, you wont find much.	menu	0
the menu has been changed to a mostly unhealthy one, adding bacon even to the fish dishes (sometimes with no notice), so if youre looking for vegetarian or even just healthy seafood dishes, you wont find much.	food	1
when we mentioned that we had theatre tickets, the waiter made certain that our dishes were served promptly and courteously.	staff	1
when we mentioned that we had theatre tickets, the waiter made certain that our dishes were served promptly and courteously.	food	2
when we mentioned that we had theatre tickets, the waiter made certain that our dishes were served promptly and courteously.	service	1
i have tolerated the fact that the place is packed on weekends, pricey and not that great drinks, often poor music on saturdays, and bottle service that is slowly turning into a must.	place	2
i have tolerated the fact that the place is packed on weekends, pricey and not that great drinks, often poor music on saturdays, and bottle service that is slowly turning into a must.	food	0
server sean toussaint suggested specials and specialties worth the $$$ price.	staff	1
server sean toussaint suggested specials and specialties worth the $$$ price.	food	2
the highlight of the night was the mayonaisse for my side of fries i received from one of the food runners, which is not good considering the bill was nearly $100.	food	1
the highlight of the night was the mayonaisse for my side of fries i received from one of the food runners, which is not good considering the bill was nearly $100.	price	0
the menu is a bit different and all of the selections are pretty tasty.	menu	2
the menu is a bit different and all of the selections are pretty tasty.	miscellaneous	1
btw, the prices are very affordable, which make the mediocer service tolerable.	price	1
btw, the prices are very affordable, which make the mediocer service tolerable.	service	0
the basil pepper mojito was a little daunting in concept, but i was refreshed at the flavor.	food	0
the basil pepper mojito was a little daunting in concept, but i was refreshed at the flavor.	ambience	1
don't ask for a menu- take the trip with your waiter who eloquently (and vividly) describes dishes until he sees your eyes light up.	staff	0
don't ask for a menu- take the trip with your waiter who eloquently (and vividly) describes dishes until he sees your eyes light up.	food	2
basically traditional menu could have been boring and old-fashioned, but is instead updated enough to please modern palate: steaks, seafood, fish, poultry - ample portions (we took half home), seasoned with care and imagination.	menu	2
basically traditional menu could have been boring and old-fashioned, but is instead updated enough to please modern palate: steaks, seafood, fish, poultry - ample portions (we took half home), seasoned with care and imagination.	miscellaneous	1
my boyfriend took me to dinner for an early valentine's day, we showed up early for our reservation to meet an incredibly rude host who told us the bar was full, to just wait behind a rope.	miscellaneous	2
my boyfriend took me to dinner for an early valentine's day, we showed up early for our reservation to meet an incredibly rude host who told us the bar was full, to just wait behind a rope.	place	0
the atmosphere of the place is nice as well as the location, but i found food mediocre and too expensive for the quality offered.	ambience	1
the atmosphere of the place is nice as well as the location, but i found food mediocre and too expensive for the quality offered.	place	2
the atmosphere of the place is nice as well as the location, but i found food mediocre and too expensive for the quality offered.	food	0
we decided to ask for our check for the wine we had and the waiter became completely annoyed at us!	food	2
we decided to ask for our check for the wine we had and the waiter became completely annoyed at us!	staff	0
once just for late night drinks (they have a great drink menu) and then again for dinner.	menu	1
once just for late night drinks (they have a great drink menu) and then again for dinner.	food	2
the not-so-friendly-cigarette-reeking waiter asked if we had any questions then when we did ask, he rolled his eyes and covered his face with the menu to say something to a passing coworker.	staff	0
the not-so-friendly-cigarette-reeking waiter asked if we had any questions then when we did ask, he rolled his eyes and covered his face with the menu to say something to a passing coworker.	menu	2
with dessert, the pre-theater is a great deal/meal.	food	2
with dessert, the pre-theater is a great deal/meal.	place	1
it is a small take-out style restuarant but they have a few tables.	food	2
it is a small take-out style restuarant but they have a few tables.	place	0
after dining there twice, all the waiters will remember you and what you ordered the last time you were there!	food	2
after dining there twice, all the waiters will remember you and what you ordered the last time you were there!	staff	1
really great thin crust pizza - hot and fresh and fast, though you'll probably have to wait for a table.	food	1
really great thin crust pizza - hot and fresh and fast, though you'll probably have to wait for a table.	miscellaneous	0
they served the salad and the main course together and didn't even bring the dessert menu.	food	2
they served the salad and the main course together and didn't even bring the dessert menu.	menu	0
granted, it's loud and sometimes obnoxious and it's such a pain to get seats for, but the the food is great.	miscellaneous	0
granted, it's loud and sometimes obnoxious and it's such a pain to get seats for, but the the food is great.	food	1
love the pizza here (although the slices aren't as fresh at 3am, but who's that picky when you're drunk), and there's plenty of other good stuff.	miscellaneous	0
love the pizza here (although the slices aren't as fresh at 3am, but who's that picky when you're drunk), and there's plenty of other good stuff.	staff	1
we went ot al di la a bit earlier than we usually go to dinner, mainly due to the fact that reservations are not accepted.	food	2
we went ot al di la a bit earlier than we usually go to dinner, mainly due to the fact that reservations are not accepted.	miscellaneous	0
though the service is speedy be prepared to wait at least 20 minutes for the soup dumplings.	service	1
though the service is speedy be prepared to wait at least 20 minutes for the soup dumplings.	food	0
the waitress was surly -- refused to bring sweetner for my tea!!	staff	0
the waitress was surly -- refused to bring sweetner for my tea!!	food	2
with a chef from liguria, italy, authentic neapolitan brick oven pizza and one of the most impressive italian wine lists i've ever seen, this was the real deal!	staff	2
with a chef from liguria, italy, authentic neapolitan brick oven pizza and one of the most impressive italian wine lists i've ever seen, this was the real deal!	miscellaneous	1
with a chef from liguria, italy, authentic neapolitan brick oven pizza and one of the most impressive italian wine lists i've ever seen, this was the real deal!	food	1
the bartender informed me the place was full, and the wait was 30 minutes.	place	0
the bartender informed me the place was full, and the wait was 30 minutes.	service	2
when we got there (6 women), we were not even allowed in when a staff member with a bad attitude wearing a suit told us that we absolutely needed a reservation (yes, we've gone from an artsy community to this)!	staff	0
when we got there (6 women), we were not even allowed in when a staff member with a bad attitude wearing a suit told us that we absolutely needed a reservation (yes, we've gone from an artsy community to this)!	miscellaneous	2
the wait staff didn't bother to refill my water until i had finish mine and was almost done with my husband's glass too.	staff	1
the wait staff didn't bother to refill my water until i had finish mine and was almost done with my husband's glass too.	food	2
ran ~$30 ($12 for the taco, 8 for the rb, 10 fir the drink) plus tax and a very deserved tip.	food	2
ran ~$30 ($12 for the taco, 8 for the rb, 10 fir the drink) plus tax and a very deserved tip.	price	1
great pizza and heros, without the variety and selection of that star wars-style canteena hipster crowd pizzeria on bedford (anna maria's) but with 5x the flavor.	food	1
great pizza and heros, without the variety and selection of that star wars-style canteena hipster crowd pizzeria on bedford (anna maria's) but with 5x the flavor.	ambience	2
we were not rushed at all, and the manager comped drinks at the bar so that we would vacate our table for a birthday girl who had to wait.	staff	1
we were not rushed at all, and the manager comped drinks at the bar so that we would vacate our table for a birthday girl who had to wait.	food	2
we were not rushed at all, and the manager comped drinks at the bar so that we would vacate our table for a birthday girl who had to wait.	place	2
if you don't mind slow service and limited selections on the menu occasionally, then you might consider dining there.	service	0
if you don't mind slow service and limited selections on the menu occasionally, then you might consider dining there.	menu	2
if you hate waiting for a table, then get take-out just around the corner next door.	service	0
if you hate waiting for a table, then get take-out just around the corner next door.	miscellaneous	2
my sister asked for iced tea twice and the waitress said they didn't have.	food	2
my sister asked for iced tea twice and the waitress said they didn't have.	staff	0
bouley has done an excellent job creating this dining establishment with almost a museum sense, the artworks on the wall have a very klimty feeling and the gold ceiling completes the rest of the experience.	ambience	2
bouley has done an excellent job creating this dining establishment with almost a museum sense, the artworks on the wall have a very klimty feeling and the gold ceiling completes the rest of the experience.	miscellaneous	1
first, we waited 40 minutes for our food, but after a thrity minute wait, the waitress asked me to clarify what i had ordered (i ordered off their menu, with no changes).	food	2
first, we waited 40 minutes for our food, but after a thrity minute wait, the waitress asked me to clarify what i had ordered (i ordered off their menu, with no changes).	staff	0
first, we waited 40 minutes for our food, but after a thrity minute wait, the waitress asked me to clarify what i had ordered (i ordered off their menu, with no changes).	menu	2
very pleasant atmosphere, not a quiet romantic dinner.	ambience	1
very pleasant atmosphere, not a quiet romantic dinner.	food	0
the waiter was nice once he got to us, it took about 5 minutes to get a glass of water and someone to get us started even though it was very slow.	staff	1
the waiter was nice once he got to us, it took about 5 minutes to get a glass of water and someone to get us started even though it was very slow.	food	2
when i requested a change to the non-smoking section, the waiter replied that there were no open tables.	staff	2
when i requested a change to the non-smoking section, the waiter replied that there were no open tables.	place	0
somewhat agree with the previous reviews about service and the long wait but once seated, the food is well worth it.	service	0
somewhat agree with the previous reviews about service and the long wait but once seated, the food is well worth it.	food	1
the veal was nice and tender, but the flavors weren't exciting.	food	1
the veal was nice and tender, but the flavors weren't exciting.	ambience	0
it is a nice room with a cool bar and you should stop in for a drink and tapas but dinner was very weak!!!!	place	1
it is a nice room with a cool bar and you should stop in for a drink and tapas but dinner was very weak!!!!	food	0
i would love the owner to consider hosting a 'tango bar' once - twice a week.	staff	1
i would love the owner to consider hosting a 'tango bar' once - twice a week.	place	2
just sit at the bar and sip some amazing italian wines.	place	2
just sit at the bar and sip some amazing italian wines.	food	1
the prices have gone up and some of good old standby entrees have disappeared from the menu.	food	1
the prices have gone up and some of good old standby entrees have disappeared from the menu.	menu	2
on the menu board posted outside - they got passion fruit creme brule.	menu	2
on the menu board posted outside - they got passion fruit creme brule.	food	1
ask for a table closer to the bar than in back of the dining area; the drop ceiling the back compromises enjoying the soaring space of guastavino's.	place	1
ask for a table closer to the bar than in back of the dining area; the drop ceiling the back compromises enjoying the soaring space of guastavino's.	food	2
when we got our bill the drinks were full priced and when we asked, our waitress said that there is no happy hour on the roof.	price	2
when we got our bill the drinks were full priced and when we asked, our waitress said that there is no happy hour on the roof.	food	2
when we got our bill the drinks were full priced and when we asked, our waitress said that there is no happy hour on the roof.	staff	0
my only suggestion would be to avoid long waits for food by adding extra servers when there are large groups.	food	2
my only suggestion would be to avoid long waits for food by adding extra servers when there are large groups.	staff	1
coffee, treats, and the best of eerything.	food	2
coffee, treats, and the best of eerything.	service	2
coffee, treats, and the best of eerything.	miscellaneous	1
a drink or two went by, but as we slowly realized our wait had become an hour from the promised 20 min, the server noted upon our inquiry that they recognized and remembered us and would seat us soon- rolling eye look- matched by a tone protesting the uncouth annoyance.	food	2
a drink or two went by, but as we slowly realized our wait had become an hour from the promised 20 min, the server noted upon our inquiry that they recognized and remembered us and would seat us soon- rolling eye look- matched by a tone protesting the uncouth annoyance.	service	2
a drink or two went by, but as we slowly realized our wait had become an hour from the promised 20 min, the server noted upon our inquiry that they recognized and remembered us and would seat us soon- rolling eye look- matched by a tone protesting the uncouth annoyance.	staff	0
the scene was sassy and cool, but i would never eat dinner here again.	miscellaneous	1
the scene was sassy and cool, but i would never eat dinner here again.	food	2
the managers aren't snobby for wanting reservations -- it's a new restaurant and they're trying to manage the flow of diners.	staff	0
the managers aren't snobby for wanting reservations -- it's a new restaurant and they're trying to manage the flow of diners.	miscellaneous	2
the food is decent, but for what the bill comes to, it's just not worth it.	food	1
the food is decent, but for what the bill comes to, it's just not worth it.	price	0
however, it was a very long wait (over 45 min) and i confronted the hostess who stated that she could not find me at the bar and she had seated 6 other parties before me.	service	0
however, it was a very long wait (over 45 min) and i confronted the hostess who stated that she could not find me at the bar and she had seated 6 other parties before me.	staff	0
however, it was a very long wait (over 45 min) and i confronted the hostess who stated that she could not find me at the bar and she had seated 6 other parties before me.	place	2
they do have a large menu of things along the diner lines, and they go a little gourmet on the brunch omelette fixins/combos.	menu	1
they do have a large menu of things along the diner lines, and they go a little gourmet on the brunch omelette fixins/combos.	miscellaneous	0
despite reservations, we ended up waiting for 1hr+	miscellaneous	2
despite reservations, we ended up waiting for 1hr+	service	0
charging full price for half pie toppings, and refusing delivery (1 block) for orders under $20.	price	0
charging full price for half pie toppings, and refusing delivery (1 block) for orders under $20.	food	2
noise level is high, and if you are a non smoker ask to be seated away from the bar.	ambience	0
noise level is high, and if you are a non smoker ask to be seated away from the bar.	place	2
it was au bar meets 'absolutely fabulous' meets a versace outlet sale.	place	2
it was au bar meets 'absolutely fabulous' meets a versace outlet sale.	price	1
our waitress recommended the coffee flan for dessert, and we didn't regret it.	staff	2
our waitress recommended the coffee flan for dessert, and we didn't regret it.	food	1
the attention to detail whether it's decor or service or menu made us feel fortunate to be part of the camino sur dining experience.	ambience	1
the attention to detail whether it's decor or service or menu made us feel fortunate to be part of the camino sur dining experience.	service	1
the attention to detail whether it's decor or service or menu made us feel fortunate to be part of the camino sur dining experience.	menu	1
the attention to detail whether it's decor or service or menu made us feel fortunate to be part of the camino sur dining experience.	food	2
our waiter was apparently angry to have to be serving, because it took him 15 minutes to even bring water, let alone take a drink order (it was early on in the day and the restaurant was not even 50% full, so he was not busy).	staff	0
our waiter was apparently angry to have to be serving, because it took him 15 minutes to even bring water, let alone take a drink order (it was early on in the day and the restaurant was not even 50% full, so he was not busy).	service	2
our waiter was apparently angry to have to be serving, because it took him 15 minutes to even bring water, let alone take a drink order (it was early on in the day and the restaurant was not even 50% full, so he was not busy).	food	2
overall, it is a nice place and if you don't mind possible attitude and the not-so-cheap prices, it is a great place to meet for coffee or drinks (they have a nice selection of that too!	price	0
overall, it is a nice place and if you don't mind possible attitude and the not-so-cheap prices, it is a great place to meet for coffee or drinks (they have a nice selection of that too!	food	1
we waited 15 minutes for a menu, another 20 for a tea, another 15 for an appetizer, then when the plates came out, the waitress had to ask me what i'd ordered.	menu	2
we waited 15 minutes for a menu, another 20 for a tea, another 15 for an appetizer, then when the plates came out, the waitress had to ask me what i'd ordered.	food	2
we waited 15 minutes for a menu, another 20 for a tea, another 15 for an appetizer, then when the plates came out, the waitress had to ask me what i'd ordered.	miscellaneous	2
we waited 15 minutes for a menu, another 20 for a tea, another 15 for an appetizer, then when the plates came out, the waitress had to ask me what i'd ordered.	staff	0
the dishes are a little too recherche and too trendy for their own good and there is not enough on the menu for vegetarians.	food	1
the dishes are a little too recherche and too trendy for their own good and there is not enough on the menu for vegetarians.	menu	2
the pricing isn't quite clear and look out for that asterisk on the menu where they add on that extra 6-8 bucks.	price	0
the pricing isn't quite clear and look out for that asterisk on the menu where they add on that extra 6-8 bucks.	menu	2
the menu looked great, but the food was the biggest disappointment i've had yet!	menu	1
the menu looked great, but the food was the biggest disappointment i've had yet!	food	0
my boyfriend and i went one friday night to find that the place was empty except for one other table.	place	0
my boyfriend and i went one friday night to find that the place was empty except for one other table.	miscellaneous	2
the pink pony's brunch is among the very best in the city!	miscellaneous	2
the pink pony's brunch is among the very best in the city!	food	1
the environment is a touch loud (although the music's good), but the walls sport nifty vintage items, from license plates to pennants to movie posters.	ambience	0
the environment is a touch loud (although the music's good), but the walls sport nifty vintage items, from license plates to pennants to movie posters.	miscellaneous	2
only quibbles are so-so wine service, and while prix-fixe is reasonable at $68, extra charges for additional dishes/tastings can be high.	service	2
only quibbles are so-so wine service, and while prix-fixe is reasonable at $68, extra charges for additional dishes/tastings can be high.	food	1
our waiter was a real pro; knew a lot about ingredients and allowed us to take our time.	staff	1
our waiter was a real pro; knew a lot about ingredients and allowed us to take our time.	ambience	2
fresh fish, tender milk fed veal and outrageous veal chops adorn their menu and special list.	food	1
fresh fish, tender milk fed veal and outrageous veal chops adorn their menu and special list.	menu	2
fresh fish, tender milk fed veal and outrageous veal chops adorn their menu and special list.	miscellaneous	1
any sandwich or appetizer on the menu is delicious.	food	1
any sandwich or appetizer on the menu is delicious.	menu	2
expect to stand around for a while before one of the waiters desides that they can be bothered to actually get you to a seat.	staff	0
expect to stand around for a while before one of the waiters desides that they can be bothered to actually get you to a seat.	miscellaneous	2
good value for money--especially the $7 lunch special for 2 courses.	price	1
good value for money--especially the $7 lunch special for 2 courses.	food	2
the staff were rude and rushed us through our meal, clearing plates and laying down dessert menus while others were still eating their main courses.	staff	0
the staff were rude and rushed us through our meal, clearing plates and laying down dessert menus while others were still eating their main courses.	food	2
the staff were rude and rushed us through our meal, clearing plates and laying down dessert menus while others were still eating their main courses.	miscellaneous	2
the place wasn't packed, but there was a bar scene and a few salsa dancers who strutted their stuff on the dancefloor.	place	1
the place wasn't packed, but there was a bar scene and a few salsa dancers who strutted their stuff on the dancefloor.	miscellaneous	2
suddenly the manager, came to our table yelling absolutely no way we can have a drink after dinner becuase he has tables waiting just to be clear we spent over $70 and had 1 drink each, we used the table for about 1hour and 15 minutes.	staff	0
suddenly the manager, came to our table yelling absolutely no way we can have a drink after dinner becuase he has tables waiting just to be clear we spent over $70 and had 1 drink each, we used the table for about 1hour and 15 minutes.	food	2
half way through the meal we did not have refills on our waters, even though our waiter passed the table many times and he never stopped to check on us or to ask if we were pleased with the entrees.	staff	0
half way through the meal we did not have refills on our waters, even though our waiter passed the table many times and he never stopped to check on us or to ask if we were pleased with the entrees.	miscellaneous	2
the two cons were the lack of information on the menus (they had just sushi roll names, with no description of their contents, printed in a bland format), and music selection, which didn't fit the ambiance.	menu	2
the two cons were the lack of information on the menus (they had just sushi roll names, with no description of their contents, printed in a bland format), and music selection, which didn't fit the ambiance.	ambience	0
my friend's entree wasn't presented as described in the menu, but we didn't want to add to the drama.	food	0
my friend's entree wasn't presented as described in the menu, but we didn't want to add to the drama.	menu	2
this is also when the waiter told us that half the menu was sold out.	staff	0
this is also when the waiter told us that half the menu was sold out.	menu	2
i thought the food was great but kind of expensive for that atmosphere, the tables were too close and it was too noisy.	food	1
i thought the food was great but kind of expensive for that atmosphere, the tables were too close and it was too noisy.	ambience	1
i thought the food was great but kind of expensive for that atmosphere, the tables were too close and it was too noisy.	place	0
i went here for a dinner with some relatives from out of town that i was eager to catch up with, but the noise level at this place made that really difficult!	food	2
i went here for a dinner with some relatives from out of town that i was eager to catch up with, but the noise level at this place made that really difficult!	ambience	0
the server was condescending and was unable to provide assistance with menu selections.	staff	0
the server was condescending and was unable to provide assistance with menu selections.	menu	2
they later told us that our waiter had to fix the 'computer' - that was the reason he couldn't bring us our drinks.	staff	0
they later told us that our waiter had to fix the 'computer' - that was the reason he couldn't bring us our drinks.	food	2
besides, they used to be much more accommodating when i used to request a jalebi paratha instad of a plain naan as part of the brunch price.	miscellaneous	0
besides, they used to be much more accommodating when i used to request a jalebi paratha instad of a plain naan as part of the brunch price.	price	2
a cold reception got even colder when we didn't have a reservation for a tuesday night (the place was half empty).	miscellaneous	2
a cold reception got even colder when we didn't have a reservation for a tuesday night (the place was half empty).	place	0
our server (after 4 reminders) finally got around to getting our cocktail orders during the meal (at a time when the establishment was not full).	staff	0
our server (after 4 reminders) finally got around to getting our cocktail orders during the meal (at a time when the establishment was not full).	food	2
the scene petite abeille is ideal for a lazy lunch, a restorative brunch or light dinner.	miscellaneous	1
the scene petite abeille is ideal for a lazy lunch, a restorative brunch or light dinner.	food	2
after waiting an hour and a half, a delivery man - with heavily bleeding gums - told me not to worry, that my meal had been replaced with fresh food, and that my old order had been re-served to another customer.	staff	0
after waiting an hour and a half, a delivery man - with heavily bleeding gums - told me not to worry, that my meal had been replaced with fresh food, and that my old order had been re-served to another customer.	food	2
the scene quartino's airy dining room, wrapped in high windows, hinges around a trendy bar where regulars sip wine out of blunt tumblers while swapping stories--often in italian.	miscellaneous	2
the scene quartino's airy dining room, wrapped in high windows, hinges around a trendy bar where regulars sip wine out of blunt tumblers while swapping stories--often in italian.	place	1
we were directed to a table by a member of staff, which we were then informed was reserved, and lost our seats at the bar, all this after spending upwards of $30 each on very expensive drinks over a two-hour period.	miscellaneous	0
we were directed to a table by a member of staff, which we were then informed was reserved, and lost our seats at the bar, all this after spending upwards of $30 each on very expensive drinks over a two-hour period.	staff	0
we were directed to a table by a member of staff, which we were then informed was reserved, and lost our seats at the bar, all this after spending upwards of $30 each on very expensive drinks over a two-hour period.	place	2
i never have to wait a long time to get my food, so it's a great place to go if you're really hungry and/or in a hurry.	service	1
i never have to wait a long time to get my food, so it's a great place to go if you're really hungry and/or in a hurry.	food	2
good italian spot, but should raise the bar on the food before some newcomers challenge its standings.	miscellaneous	1
good italian spot, but should raise the bar on the food before some newcomers challenge its standings.	place	2
good italian spot, but should raise the bar on the food before some newcomers challenge its standings.	food	2
went here late night after a a few drinks at my favorite watering spot and was amazed that a place which serves food till 4 can be so damned good.	food	2
went here late night after a a few drinks at my favorite watering spot and was amazed that a place which serves food till 4 can be so damned good.	miscellaneous	1
although when i went to eat dinner at bombay talkie on a crazy busy night, my waiter was extremely helpful through the menu, polite and polished.	food	2
although when i went to eat dinner at bombay talkie on a crazy busy night, my waiter was extremely helpful through the menu, polite and polished.	staff	1
although when i went to eat dinner at bombay talkie on a crazy busy night, my waiter was extremely helpful through the menu, polite and polished.	menu	2
what do you like more, completely addictive patties of greasy beef, or glasses of cheap refreshing beer to wash it down?	food	1
what do you like more, completely addictive patties of greasy beef, or glasses of cheap refreshing beer to wash it down?	miscellaneous	2
yet, the place was emptyits too bad because the food is authentic and price is very reasonable considering the location and the quality (eg.	food	1
yet, the place was emptyits too bad because the food is authentic and price is very reasonable considering the location and the quality (eg.	miscellaneous	2
the heroes are enough for lunch and dinner.	miscellaneous	1
the heroes are enough for lunch and dinner.	food	2
